name,city,state,activitytype,Best_time_to_visit,Image_url,description,ideal_duration_hours,google_review_rating,entrance_fee_inr,airport_nearby,weekly_off,dslr_allowed
Dhamek Stupa (New Attraction),Sarnath,Uttar Pradesh,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/0/02/Dhamek_Stupa%2C_Sarnath.jpg,Dhamek Stupa is a well-known Monument located in Sarnath. It is of Historical significance.,1.0,4.6,5,True,None,True
Pangong Tso (New Attraction),Leh,Ladakh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/00/2f/67/img-20180620-wa0007-largejpg.jpg?w=900&h=500&s=1,Pangong Tso is a well-known Lake located in Leh. It is of Nature significance.,2.0,4.9,20,True,None,True
Rumtek Monastery (New Attraction),Gangtok,Sikkim,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/e/e5/Vikramjit-Kakati-Rumtek.jpg,Rumtek Monastery is a well-known Monastery located in Gangtok. It is of Religious significance.,1.0,4.6,10,True,None,False
National Gallery of Modern Art (New Attraction),Delhi,Delhi,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/3/31/Jaipur_House_Delhi.jpg,National Gallery of Modern Art is a well-known Museum located in Delhi. It is of Artistic significance.,3.0,4.5,20,True,Monday,True
DLF Mall of India (New Attraction),Noida,Uttar Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/3/3f/DLF_Mall_of_India.jpg,DLF Mall of India is a well-known Mall located in Noida. It is of Shopping significance.,2.0,4.6,0,True,None,True
Chitrakoot Falls (New Attraction),Chitrakoot,Madhya Pradesh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG,Chitrakoot Falls is a well-known Waterfall located in Chitrakoot. It is of Nature significance.,1.5,4.4,0,False,None,True
Pushkar Lake (New Attraction),Pushkar,Rajasthan,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/c/c3/Evening_lights_by_the_Pushkar_Lake%2C_Pushkar.jpg,Pushkar Lake is a well-known Temple located in Pushkar. It is of Religious significance.,1.5,4.4,0,False,None,True
Kozhikode Beach (New Attraction),Kozhikode,Kerala,NATURE,All,https://www.keralatourism.org/_next/image/?url=http%3A%2F%2F127.0.0.1%2Fktadmin%2Fimg%2Fpages%2Fmobile%2Fkozhikode-beach-1724136273_4f4e219404e64aa92290.webp&w=3840&q=75,Kozhikode Beach is a well-known Beach located in Kozhikode. It is of Recreational significance.,1.5,3.9,0,True,None,True
Padmanabhaswamy Temple (New Attraction),Thiruvananthapuram,Kerala,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/d/d2/Sree_Padmanabhaswamy_temple_01.jpg,Padmanabhaswamy Temple is a well-known Temple located in Thiruvananthapuram. It is of Religious significance.,1.0,4.7,0,True,None,False
Naini Lake (New Attraction),Nainital,Uttarakhand,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/2/28/The_Boat_and_The_Lake.jpg,Naini Lake is a well-known Lake located in Nainital. It is of Nature significance.,1.5,4.2,0,True,None,True
Prasanthi Nilayam (New Attraction),Puttaparthi,Andhra Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/d/da/Sri_Sathya_Sai_Baba_Mahasamadhi_at_Sai_Kulwant_Hall.jpg,Prasanthi Nilayam is a well-known Spiritual Center located in Puttaparthi. It is of Religious significance.,1.0,4.7,0,True,None,True
Haji Ali Dargah (New Attraction),Mumbai,Maharastra,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/c/ca/Mumbai_03-2016_12_Haji_Ali_Dargah.jpg,Haji Ali Dargah is a well-known Religious Shrine located in Mumbai. It is of Religious significance.,2.0,4.4,0,True,None,False
Belum Caves (New Attraction),Kurnool,Andhra Pradesh,NATURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/95/33/group-outing-belum-caves3.jpg?w=1200&h=-1&s=1,Belum Caves is a well-known Cave located in Kurnool. It is of Natural Wonder significance.,1.5,4.4,65,True,None,True
Sanaghagara Waterfall (New Attraction),Kendujhar,Odisha,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/da/1c/sanaghagara-waterfall.jpg?w=1200&h=1200&s=1,Sanaghagara Waterfall is a well-known Waterfall located in Kendujhar. It is of Nature significance.,1.0,4.4,0,False,None,True
Panambur Beach (New Attraction),Mangalore,Karnataka,NATURE,All,https://karnatakatourism.org/wp-content/uploads/2020/06/Panambur-Beach-800x450-1.jpg,Panambur Beach is a well-known Beach located in Mangalore. It is of Recreational significance.,1.5,4.5,0,True,None,True
Wayanad Wildlife Sanctuary (New Attraction),Wayanad,Kerala,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/1/11/Wayanad_Wild_Life_Sanctuary.JPG,Wayanad Wildlife Sanctuary is a well-known Wildlife Sanctuary located in Wayanad. It is of Wildlife significance.,3.0,4.5,300,False,None,True
Ajmer Sharif Dargah (New Attraction),Ajmer,Rajasthan,CULTURE,All,https://d2dzi65yjecjnt.cloudfront.net/405980.jpg,Ajmer Sharif Dargah is a well-known Shrine located in Ajmer. It is of Religious significance.,1.0,4.6,0,True,None,False
Alibaug Beach (New Attraction),Alibaug,Maharastra,NATURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/46/6b/0a/alibaug.jpg?w=1200&h=-1&s=1,Alibaug Beach is a well-known Beach located in Alibaug. It is of Recreational significance.,1.5,4.2,0,True,None,True
DLF CyberHub (New Attraction),Gurugram,Haryana,CULTURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b8/e2/a4/photo5jpg.jpg?w=1200&h=-1&s=1,DLF CyberHub is a well-known Commercial Complex located in Gurugram. It is of Entertainment significance.,2.0,4.7,0,True,None,True
Pahari Mandir (New Attraction),Ranchi,Jharkhand,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/0/0d/Pahari_Mandir_-_Ranchi_Hill_9243.JPG,Pahari Mandir is a well-known Temple located in Ranchi. It is of Religious significance.,1.0,4.6,0,True,None,True
Karla Caves (New Attraction),Lonavala,Maharastra,NATURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/f/ff/Karla_caves_Chaitya.jpg,Karla Caves is a well-known Cave located in Lonavala. It is of Historical significance.,1.5,4.4,25,True,Yes,True
Marine Drive (New Attraction),Mumbai,Maharastra,CULTURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Marine_Drive_Skyline.jpg/800px-Marine_Drive_Skyline.jpg,Marine Drive is a well-known Promenade located in Mumbai. It is of Scenic significance.,2.0,4.5,0,True,None,True
Chaubatia Gardens (New Attraction),Ranikhet,Uttarakhand,RELAXATION,All,https://static.toiimg.com/photo/59142289.cms,Chaubatia Gardens is a well-known Orchard located in Ranikhet. It is of Recreational significance.,1.0,4.0,50,False,None,True
Mallikarjuna Swamy Temple (New Attraction),Srisailam,Andhra Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/c/c0/Srisailam.jpg,Mallikarjuna Swamy Temple is a well-known Temple located in Srisailam. It is of Religious significance.,1.0,4.7,0,False,None,False
Kankalitala Temple (New Attraction),Bolpur,West Bengal,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/4/4e/Kankalitala_Temple_complex%2C_Birbhum%2C_West_Bengal_05.jpg,Kankalitala Temple is a well-known Temple located in Bolpur. It is of Religious significance.,0.5,4.7,0,True,None,False
Baga Beach (New Attraction),Goa,Goa,NATURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3e/36/95/baga-sea-beach.jpg?w=1200&h=-1&s=1,Baga Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.5,0,True,None,True
Kalighat Kali Temple (New Attraction),Kolkata,West Bengal,CULTURE,Morning,https://www.templepurohit.com/wp-content/uploads/2015/01/Kalighat-Kali-Temple-Kolkata.jpg,Kalighat Kali Temple is a well-known Temple located in Kolkata. It is of Religious significance.,1.0,4.4,0,True,None,True
Serolsar Lake (New Attraction),Shoja,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f9/d3/3f/lake.jpg?w=1200&h=-1&s=1,Serolsar Lake is a well-known Lake located in Shoja. It is of Nature significance.,2.5,4.4,0,False,None,True
Tea Gardens (New Attraction),Palampur,Himachal Pradesh,CULTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e9/52/a2/sunset-at-tata-tea-gardens.jpg?w=1200&h=-1&s=1,Tea Gardens is a well-known Tea Plantation located in Palampur. It is of Agricultural significance.,1.5,4.6,0,True,None,True
Prasanthi Nilayam (New Attraction),Puttaparthi,Andhra Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/d/da/Sri_Sathya_Sai_Baba_Mahasamadhi_at_Sai_Kulwant_Hall.jpg,Prasanthi Nilayam is a well-known Spiritual Center located in Puttaparthi. It is of Religious significance.,1.0,4.7,0,True,None,True
Bhimbetka Rock Shelters (New Attraction),Bhimbetka,Madhya Pradesh,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/9/91/Rock_Shelter_8%2C_Bhimbetka_02.jpg,Bhimbetka Rock Shelters is a well-known Prehistoric Site located in Bhimbetka. It is of Archaeological significance.,2.0,4.6,25,False,None,True
Khajuraho Group of Monuments (New Attraction),Khajuraho,Madhya Pradesh,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Khajuraho_Group_of_Monuments_4.jpg/1200px-Khajuraho_Group_of_Monuments_4.jpg,Khajuraho Group of Monuments is a well-known Temples located in Khajuraho. It is of Cultural significance.,2.0,4.7,40,False,None,True
Nathula Pass (New Attraction),Gangtok,Sikkim,CULTURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3c/94/7e/pass-of-listening-ears.jpg?w=900&h=500&s=1,Nathula Pass is a well-known Hill located in Gangtok. It is of Historical significance.,2.0,4.3,20,True,None,True
Dal Lake (New Attraction),Srinagar,Jammu and Kashmir,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Dal_Lake_Hazratbal_Srinagar.jpg/800px-Dal_Lake_Hazratbal_Srinagar.jpg,Dal Lake is a well-known Lake located in Srinagar. It is of Nature significance.,2.0,4.6,0,True,None,True
Wonderla Amusement Park (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a3/72/flash-tower-is-a-shoot.jpg?w=1200&h=1200&s=1,Wonderla Amusement Park is a well-known Amusement Park located in Kochi. It is of Entertainment significance.,5.5,4.6,750,True,None,True
Wonderla Amusement Park (New Attraction),Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b4/a3/72/flash-tower-is-a-shoot.jpg?w=1200&h=1200&s=1,Wonderla Amusement Park is a well-known Amusement Park located in Bengaluru. It is of Entertainment significance.,4.0,4.5,890,True,None,True
Krishna Janmabhoomi (New Attraction),Mathura,Uttar Pradesh,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/90/3e/20/img-20160817-122832-largejpg.jpg?w=1200&h=1200&s=1,Krishna Janmabhoomi is a well-known Temple located in Mathura. It is of Religious significance.,1.0,4.7,0,True,None,False
Gir National Park (New Attraction),Junagadh,Gujarat,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/9/90/Gir_lion-Gir_forest%2Cjunagadh%2Cgujarat%2Cindia.jpeg,Gir National Park is a well-known National Park located in Junagadh. It is of Wildlife significance.,3.0,4.5,3500,False,None,True
Sanchi Stupa (New Attraction),Bhopal,Madhya Pradesh,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/East_Gateway_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4398.JPG/250px-East_Gateway_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4398.JPG,Sanchi Stupa is a well-known Monument located in Bhopal. It is of Historical significance.,1.5,4.7,30,True,None,True
Baba Baidyanath Temple (New Attraction),Deoghar,Jharkhand,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/e/e2/Baba_Dham.jpg,Baba Baidyanath Temple is a well-known Temple located in Deoghar. It is of Religious significance.,1.0,4.7,0,True,None,True
Simhachalam Temple (New Attraction),Vizianagaram,Andhra Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/1/18/Simhachalam_temple_from_a_hilltop.jpg,Simhachalam Temple is a well-known Temple located in Vizianagaram. It is of Religious significance.,1.0,4.7,0,True,None,False
Murudeshwar Temple (New Attraction),Murudeshwar,Karnataka,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/73/8a/ad/murudeshwar.jpg?w=1200&h=1200&s=1,Murudeshwar Temple is a well-known Temple located in Murudeshwar. It is of Religious significance.,1.0,4.7,0,True,None,False
Periyar National Park (New Attraction),Thekkady,Kerala,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Periyar_National_Park.JPG/800px-Periyar_National_Park.JPG,Periyar National Park is a well-known National Park located in Thekkady. It is of Wildlife significance.,3.0,4.3,50,False,None,True
Rann Utsav (New Attraction),Rann of Kutch,Gujarat,CULTURE,Evening,https://www.rannutsav.com/blog/wp-content/uploads/2024/12/141013682_715635635803639_4674705074199093637_n-1.png,Rann Utsav is a well-known Cultural located in Rann of Kutch. It is of Cultural significance.,3.0,4.9,7500,True,None,True
Tawang Monastery (New Attraction),Tawang,Arunachal Pradesh,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/2/2a/Tawang_Monastery_%28Tibetan_Buddhist%29.jpg,Tawang Monastery is a well-known Monastery located in Tawang. It is of Religious significance.,2.0,4.7,0,False,None,False
Kedarnath (New Attraction),Kedarnath,Uttarakhand,CULTURE,All,https://badrinath-kedarnath.gov.in/css_js_2024/img/kedarnath-4k.jpg,Kedarnath is a well-known Temple located in Kedarnath. It is of Religious significance.,1.5,4.8,0,False,None,False
Laxman Jhula (New Attraction),Rishikesh,Uttarakhand,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/75/Rishikesh-Lakshman_Jhula_by_Kaustubh_Nayyar.jpg,Laxman Jhula is a well-known Suspension Bridge located in Rishikesh. It is of Cultural significance.,1.0,4.4,0,True,None,True
Charminar (New Attraction),Hyderabad,Telangana,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Charminar_Hyderabad_1.jpg/800px-Charminar_Hyderabad_1.jpg,Charminar is a well-known Landmark located in Hyderabad. It is of Historical significance.,1.0,4.5,25,True,Friday,True
Anjuna Beach (New Attraction),Goa,Goa,NATURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Anjuna_Beach%2C_Goa%2C_India%2C_Legendary_Curlies_beach_shack.jpg/640px-Anjuna_Beach%2C_Goa%2C_India%2C_Legendary_Curlies_beach_shack.jpg,Anjuna Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.4,0,True,None,True
Dwarkadhish Temple (New Attraction),Dwarka,Gujarat,CULTURE,Evening,https://upload.wikimedia.org/wikipedia/commons/a/a2/Dwarkadheesh_temple.jpg,Dwarkadhish Temple is a well-known Temple located in Dwarka. It is of Religious significance.,2.0,4.7,0,False,None,False
Uppalapadu Bird Sanctuary (New Attraction),Guntur,Andhra Pradesh,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5f/02/90/uppalapadu-bird-sanctuary.jpg?w=1200&h=-1&s=1,Uppalapadu Bird Sanctuary is a well-known Bird Sanctuary located in Guntur. It is of Wildlife significance.,1.0,4.4,10,True,None,True
Umananda Island (New Attraction),Guwahati,Assam,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/4/4b/Umananda_Island%2C_Guwahati_%284%29.jpg,Umananda Island is a well-known Island located in Guwahati. It is of Nature significance.,1.0,4.1,0,True,None,True
Char Dham (New Attraction),Namchi,Sikkim,CULTURE,All,https://www.dealswithai.com/assets/images/2024-05-29-02-01-11-Chardham-Yatra.jpg,Char Dham is a well-known Religious Complex located in Namchi. It is of Religious significance.,2.0,4.7,50,True,None,False
Akshardham Temple (New Attraction),Delhi,Delhi,CULTURE,Afternoon,https://i0.wp.com/singhruby.com/wp-content/uploads/2016/01/akshardham_facts_and_figure_banner.jpg,Akshardham Temple is a well-known Temple located in Delhi. It is of Religious significance.,5.0,4.6,60,True,None,False
Hussain Sagar Lake (New Attraction),Hyderabad,Telangana,NATURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Buddha_statue_11102016.jpg/270px-Buddha_statue_11102016.jpg,Hussain Sagar Lake is a well-known Lake located in Hyderabad. It is of Scenic significance.,1.0,4.3,0,True,None,True
Pangong Tso (New Attraction),Leh,Ladakh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/00/2f/67/img-20180620-wa0007-largejpg.jpg?w=900&h=500&s=1,Pangong Tso is a well-known Lake located in Leh. It is of Nature significance.,2.0,4.9,20,True,None,True
Ram Janmabhoomi (New Attraction),Ayodhya,Uttar Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg/800px-Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg,Ram Janmabhoomi is a well-known Religious Site located in Ayodhya. It is of Religious significance.,1.0,4.8,0,True,None,False
Hangseswari Temple (New Attraction),Hooghly,West Bengal,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/0/07/Hanseswari_Mandir.jpg,Hangseswari Temple is a well-known Temple located in Hooghly. It is of Architectural significance.,0.5,4.6,0,True,None,False
Wagah Border (New Attraction),Amritsar,Punjab,CULTURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Wagah_border_ceremony2.jpg/800px-Wagah_border_ceremony2.jpg,Wagah Border is a well-known Border Crossing located in Amritsar. It is of Cultural significance.,2.0,4.8,0,True,None,True
Magnetic Hill (New Attraction),Leh,Ladakh,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/4/45/Magnetic_Hill%2C_Leh.jpg,Magnetic Hill is a well-known Gravity Hill located in Leh. It is of Nature significance.,0.5,3.7,0,True,None,True
Nehru Zoological Park (New Attraction),Hyderabad,Telangana,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/51/16/34/nehru-zoological-park.jpg?w=1200&h=-1&s=1,Nehru Zoological Park is a well-known Zoo located in Hyderabad. It is of Wildlife significance.,3.0,4.2,50,True,None,True
Mahakaleshwar Jyotirlinga (New Attraction),Ujjain,Madhya Pradesh,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mahakal_Temple_Ujjain.JPG/1200px-Mahakal_Temple_Ujjain.JPG,Mahakaleshwar Jyotirlinga is a well-known Temple located in Ujjain. It is of Religious significance.,1.5,4.8,0,True,None,False
Aguada Beach (New Attraction),Goa,Goa,NATURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/30/bd/4c/photo2jpg.jpg?w=1200&h=-1&s=1,Aguada Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.5,0,True,None,True
Sangla Valley (New Attraction),Kinnaur,Himachal Pradesh,NATURE,Morning,https://www.india.com/wp-content/uploads/2018/08/Sangla-Valley.jpg,Sangla Valley is a well-known Valley located in Kinnaur. It is of Nature significance.,2.0,4.5,0,False,None,True
Sanchi Stupa (New Attraction),Bhopal,Madhya Pradesh,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/East_Gateway_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4398.JPG/250px-East_Gateway_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4398.JPG,Sanchi Stupa is a well-known Monument located in Bhopal. It is of Historical significance.,1.5,4.7,30,True,None,True
Nehru Zoological Park (New Attraction),Hyderabad,Telangana,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/51/16/34/nehru-zoological-park.jpg?w=1200&h=-1&s=1,Nehru Zoological Park is a well-known Zoo located in Hyderabad. It is of Wildlife significance.,3.0,4.2,50,True,None,True
Solang Valley (New Attraction),Manali,Himachal Pradesh,ADVENTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b2/79/37/solang-valley-manali.jpg?w=1200&h=-1&s=1,Solang Valley is a well-known Valley located in Manali. It is of Adventure significance.,2.0,4.1,0,False,None,True
Dalai Lama Temple (New Attraction),dalhousie,Himachal Pradesh,CULTURE,All,https://customtoursindia.com/wp-content/uploads/2024/07/Visiting-Dharamshala-Home-of-the-Dalai-Lama-in-India.webp,Dalai Lama Temple is a well-known Temple located in dalhousie. It is of Religious significance.,1.5,4.7,0,True,None,False
National Gallery of Modern Art (New Attraction),Delhi,Delhi,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/3/31/Jaipur_House_Delhi.jpg,National Gallery of Modern Art is a well-known Museum located in Delhi. It is of Artistic significance.,3.0,4.5,20,True,Monday,True
Kanha National Park (New Attraction),Kanha,Madhya Pradesh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/1/1f/Tiger_Kanha_National_Park.jpg,Kanha National Park is a well-known Wildlife Sanctuary located in Kanha. It is of Wildlife significance.,3.0,4.5,100,False,None,True
Prashar Lake (New Attraction),Mandi,Himachal Pradesh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/75/Prashar_Lake_and_temple_%2CMandi_%2CHimachal_Pardesh.jpg,Prashar Lake is a well-known Lake located in Mandi. It is of Nature significance.,1.5,4.6,0,False,None,True
Shore Temple (New Attraction),Mahabalipuram,Tamil Nadu,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/7/74/Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg,Shore Temple is a well-known Temple located in Mahabalipuram. It is of Historical significance.,1.0,4.6,40,True,None,False
Submarine Museum (New Attraction),Visakhapatnam,Andhra Pradesh,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Submarine_Museum.JPG/1200px-Submarine_Museum.JPG,Submarine Museum is a well-known Museum located in Visakhapatnam. It is of Historical significance.,1.0,4.6,40,True,None,True
Lodhi Garden (New Attraction),Delhi,Delhi,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/14/cf/80/lodi-gardens.jpg?w=1200&h=1200&s=1,Lodhi Garden is a well-known Park located in Delhi. It is of Botanical significance.,1.0,4.5,0,True,None,True
Howrah Bridge (New Attraction),Kolkata,West Bengal,CULTURE,Anytime,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Howrah_bridge_at_night.jpg/1200px-Howrah_bridge_at_night.jpg,Howrah Bridge is a well-known Bridge located in Kolkata. It is of Architectural significance.,0.5,4.6,0,True,None,False
Kingdom of Dreams (New Attraction),Gurugram,Haryana,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/6/68/Culture_Gully_and_Nautanki_Mahal_auditorium%2C_Kingdom_of_Dreams%2C_Gurgaon.jpg,Kingdom of Dreams is a well-known Entertainment located in Gurugram. It is of Entertainment significance.,3.0,4.4,1100,True,Monday,True
Ganapatipule Temple (New Attraction),Ratnagiri,Maharastra,CULTURE,All,https://www.ganpatipule.co.in/images/slider/5.jpg,Ganapatipule Temple is a well-known Temple located in Ratnagiri. It is of Religious significance.,1.0,4.7,0,False,None,False
Birla Mandir (New Attraction),Hyderabad,Telangana,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/3/3c/Birla_Mandir%2C_Hyderabad.png,Birla Mandir is a well-known Temple located in Hyderabad. It is of Religious significance.,1.0,4.7,0,True,None,False
Gwalior Fort (New Attraction),Gwalior,Madhya Pradesh,ADVENTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gwalior_Fort_front.jpg/1200px-Gwalior_Fort_front.jpg,Gwalior Fort is a well-known Fort located in Gwalior. It is of Historical significance.,2.5,4.5,75,True,None,True
Naini Lake (New Attraction),Nainital,Uttarakhand,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/2/28/The_Boat_and_The_Lake.jpg,Naini Lake is a well-known Lake located in Nainital. It is of Nature significance.,1.5,4.2,0,True,None,True
Essel World (New Attraction),Mumbai,Maharastra,RELAXATION,All,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Thunder%2C_Esselworld.jpg/1200px-Thunder%2C_Esselworld.jpg,Essel World is a well-known Amusement Park located in Mumbai. It is of Recreational significance.,5.0,4.3,1149,True,None,True
Limestone Caves (New Attraction),Baratang Island,Andaman and Nicobar Islands,NATURE,Morning,https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg,Limestone Caves is a well-known Natural Feature located in Baratang Island. It is of Nature significance.,1.5,4.4,250,False,None,True
Siddhivinayak Temple (New Attraction),Mumbai,Maharastra,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/b/b9/Shree_Siddhivinayak_Temple_Mumbai.jpg,Siddhivinayak Temple is a well-known Temple located in Mumbai. It is of Religious significance.,2.0,4.8,0,True,None,False
Tiger Hill (New Attraction),Darjeeling,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/d/d8/Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG,Tiger Hill is a well-known Sunrise Point located in Darjeeling. It is of Nature significance.,1.0,4.5,0,False,None,True
Tara Tarini Temple (New Attraction),Berhampur,Odisha,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/b/bb/Taratarini_maa.jpg,Tara Tarini Temple is a well-known Temple located in Berhampur. It is of Religious significance.,1.0,4.6,0,True,None,False
Barot Valley (New Attraction),Barot,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e7/15/ff/barot-valley-view.jpg?w=900&h=500&s=1,Barot Valley is a well-known Valley located in Barot. It is of Nature significance.,2.0,4.7,0,False,None,True
Rann Utsav (New Attraction),Rann of Kutch,Gujarat,CULTURE,Evening,https://www.rannutsav.com/blog/wp-content/uploads/2024/12/141013682_715635635803639_4674705074199093637_n-1.png,Rann Utsav is a well-known Cultural located in Rann of Kutch. It is of Cultural significance.,3.0,4.9,7500,True,None,True
Science City Kolkata (New Attraction),Kolkata,West Bengal,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/0/03/Science_City_Kolkata_4643.JPG,Science City Kolkata is a well-known Science located in Kolkata. It is of Educational significance.,3.0,4.4,60,True,None,True
Deekshabhoomi (New Attraction),Nagpur,Maharastra,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/3/38/Deekshabhoomi_-_panoramio.jpg,Deekshabhoomi is a well-known Monument located in Nagpur. It is of Religious significance.,1.0,4.5,0,True,None,True
Aligarh Fort (New Attraction),Aligarh,Uttar Pradesh,ADVENTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/7/74/Aligarh_fort%2C_Aligarh.jpg,Aligarh Fort is a well-known Fort located in Aligarh. It is of Historical significance.,1.0,4.1,20,True,None,True
Chamera Lake (New Attraction),Chamba,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9f/79/82/chamera-lake-also-known.jpg?w=1200&h=-1&s=1,Chamera Lake is a well-known Lake located in Chamba. It is of Recreational significance.,2.0,4.4,0,False,None,True
Echo Point (New Attraction),Matheran,Maharashtra,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/90/4a/viewing-platform-from.jpg?w=1200&h=-1&s=1,Echo Point is a well-known Viewpoint located in Matheran. It is of Nature significance.,1.5,4.4,0,True,None,True
